KomplettID,ListenID_26_03,Name,Kategorie,Typ,SM_XURL,SM_XID,SM_FacebookURL,SM_FacebookID,SM_YoutubeURL,SM_InstagramURL,SM_TikTokURL,K_Geschlecht,T_Abgeordneter,T_Partei,T_Domaene_Behoerde,T_Art_Bildung_und_Forschung,K_Ursprungsgattung,K_Finanzierung
7296,1,"Ahmadi, Gollaleh",3,21,https://x.com/GollalehA,762578485030297600,https://www.facebook.com/Gollaleh.A,1479121476,existiert nicht,https://www.instagram.com/gollaleh_ahmadi/,existiert nicht,weiblich,Abgeordnetenhaus von Berlin,B90/GRÜNE,.,.,.,.
7297,2,"Altug, Dr. Turgut",3,21,https://x.com/DrTurgutAltug,1074444199,https://www.facebook.com/profile.php?id=1291951986,1291951986,existiert nicht,existiert nicht,existiert nicht,männlich,Abgeordnetenhaus von Berlin,B90/GRÜNE,.,.,.,.
7298,3,"Atli, Sebahat",3,21,https://x.com/sebahat_atli,716506483735863296,https://www.facebook.com/profile.php?id=100010983101435,100010983101435,existiert nicht,existiert nicht,https://www.tiktok.com/@user4902742612032,weiblich,Abgeordnetenhaus von Berlin,SPD,.,.,.,.
7299,4,"Auricht, Jeannette",3,21,https://x.com/JeanetteAuricht,826402742893760512,https://www.facebook.com/Jeannette-Auricht-MdA-109775244497753,109775244497753,https://www.youtube.com/@jeannetteauricht7425,https://www.instagram.com/jeannette_auricht/,https://www.tiktok.com/@jeannetteauricht,weiblich,Abgeordnetenhaus von Berlin,AfD,.,.,.,.
7300,5,"Aydin, Sevim",3,21,https://x.com/sevimaydinAGH,1372641580650270730,https://www.facebook.com/infoaydin,1271754220,existiert nicht,https://www.instagram.com/aydinsevim/,https://www.tiktok.com/@sevim_aydin_spd,weiblich,Abgeordnetenhaus von Berlin,SPD,.,.,.,.
7301,6,"Balzer, Frank",3,21,existiert nicht,existiert nicht,https://www.facebook.com/FrankBalzerBerlin,101306745479644,existiert nicht,existiert nicht,existiert nicht,männlich,Abgeordnetenhaus von Berlin,CDU,.,.,.,.
7302,7,"Bertram, Alexander",3,21,existiert nicht,existiert nicht,https://www.facebook.com/AfDBertram,114269282489787,https://www.youtube.com/@AlexanderBertram-MdA,existiert nicht,existiert nicht,männlich,Abgeordnetenhaus von Berlin,AfD,.,.,.,.
7303,8,"Billig, Daniela",3,21,https://x.com/danielabillig,2967515615,https://www.facebook.com/danielabillig,103548707697557,https://www.youtube.com/@danielabillig3149,https://www.instagram.com/danielabillig/,existiert nicht,weiblich,Abgeordnetenhaus von Berlin,parteilos,.,.,.,.
7304,9,"Bocian, Lars",3,21,existiert nicht,existiert nicht,https://www.facebook.com/lars.bocian,100001091457175,existiert nicht,https://www.instagram.com/larsbocian/,existiert nicht,männlich,Abgeordnetenhaus von Berlin,CDU,.,.,.,.
7305,10,"Bozkurt, Tuba",3,21,https://x.com/TubaBozkurt,215741378,https://www.facebook.com/TubaBozkurtBerlin,100075519252625,existiert nicht,https://www.instagram.com/tubabozkurt,existiert nicht,weiblich,Abgeordnetenhaus von Berlin,B90/GRÜNE,.,.,.,.
7306,11,"Brauner, Kerstin",3,21,existiert nicht,existiert nicht,https://www.facebook.com/profile.php?id=100014814708900,100014814708900,existiert nicht,https://www.instagram.com/kerstinbrauner1/,existiert nicht,weiblich,Abgeordnetenhaus von Berlin,CDU,.,.,.,.
7307,12,"Breitenbach, Elke",3,21,https://x.com/ElkeBreitenbach,437349362,https://www.facebook.com/elke.breitenbach,100006988087297,https://www.youtube.com/@breitenbachelke,existiert nicht,existiert nicht,weiblich,Abgeordnetenhaus von Berlin,LINKE,.,.,.,.
7308,13,"Brinker, Dr. Kristin",3,21,https://x.com/Kristin_Brinker,2359728006,https://www.facebook.com/DrKristinBrinker,108313499637735,existiert nicht,existiert nicht,https://www.tiktok.com/@dr.kristinbrinker,weiblich,Abgeordnetenhaus von Berlin,AfD,.,.,.,.
7309,14,"Bronson, Dr. Hugh",3,21,https://x.com/HughBronson_AfD,1647937405,https://www.facebook.com/DrHughBronson,1285623548123430,https://www.youtube.com/@dr.hughbronson1621,https://www.instagram.com/hugh.bronson/,https://www.tiktok.com/@hughbronson,männlich,Abgeordnetenhaus von Berlin,AfD,.,.,.,.
7310,15,"Brousek, Antonin",3,21,https://x.com/AntoninBrousek,1401223573071609857,https://www.facebook.com/antonin.brousek.50,100064552244095,existiert nicht,existiert nicht,existiert nicht,männlich,Abgeordnetenhaus von Berlin,parteilos,.,.,.,.
7311,16,"Brychcy, Franziska",3,21,https://x.com/F_Brychcy,837467563604979712,https://www.facebook.com/franziska.brychcy,1042807971,existiert nicht,https://www.instagram.com/franziska_brychcy/,https://www.tiktok.com/@franziska.brychcy,weiblich,Abgeordnetenhaus von Berlin,LINKE,.,.,.,.
7312,17,"Buchner, Dennis",3,21,https://x.com/Dennis_Buchner,221767923,https://www.facebook.com/dennis.buchner.berlin,1224169080941050,existiert nicht,https://www.instagram.com/dennis.buchner.mda/,https://www.tiktok.com/@dennis.buchner.mda,männlich,Abgeordnetenhaus von Berlin,SPD,.,.,.,.
7313,18,"Bung, Stefanie",3,21,existiert nicht,existiert nicht,https://www.facebook.com/stefanie.bung,100000500476158,existiert nicht,https://www.instagram.com/stefaniebung/,existiert nicht,weiblich,Abgeordnetenhaus von Berlin,CDU,.,.,.,.
7314,19,"Burkert-Eulitz, Marianne",3,21,https://x.com/BurkertEulitz,861463944,https://www.facebook.com/marianne.burkerteulitz,1275339749,https://www.youtube.com/channel/UCqozjcbhE74ElgPDEZ2JlYg,https://www.instagram.com/burkerteulitz/,existiert nicht,weiblich,Abgeordnetenhaus von Berlin,B90/GRÜNE,.,.,.,.
