KomplettID,ListenID_26_03,Name,Kategorie,Typ,SM_XURL,SM_XID,SM_FacebookURL,SM_FacebookID,SM_YoutubeURL,SM_InstagramURL,SM_TikTokURL,K_Geschlecht,T_Abgeordneter,T_Partei,T_Domaene_Behoerde,T_Art_Bildung_und_Forschung,K_Ursprungsgattung,K_Finanzierung
3832,1,70 Sekunden WIKI,1,6,existiert nicht,existiert nicht,existiert nicht,existiert nicht,https://www.youtube.com/@70sekundenwiki,https://www.instagram.com/70.sekunden.wiki/,https://www.tiktok.com/@70sekundenwiki,.,.,.,.,.,Online,öffentlich-rechtlich
3833,2,Absolute Mehrheit – Die Da Oben!-Podcast,1,6,existiert nicht,existiert nicht,https://www.facebook.com/DieDaOben/,100040196694440,https://www.youtube.com/@absolute_mehrheit,https://www.instagram.com/die.da.oben/,https://www.tiktok.com/@absolute.mehrheit,.,.,.,.,.,Online,öffentlich-rechtlich
3834,3,Ad Hoc News,1,6,existiert nicht,existiert nicht,https://www.facebook.com/ad.hoc.news,133866809970457,existiert nicht,https://www.instagram.com/ad_hoc_news/,existiert nicht,.,.,.,.,.,Online,privatwirtschaftlich
3835,4,Aichacher Zeitung Online,1,6,existiert nicht,existiert nicht,https://www.facebook.com/aichacherzeitung,100063631927719,existiert nicht,existiert nicht,existiert nicht,.,.,.,.,.,Online,privatwirtschaftlich
3836,5,Almanyalilar,1,6,existiert nicht,existiert nicht,existiert nicht,existiert nicht,existiert nicht,existiert nicht,existiert nicht,.,.,.,.,.,Online,privatwirtschaftlich
3837,6,Alstertal Lokal,1,6,existiert nicht,existiert nicht,existiert nicht,existiert nicht,existiert nicht,existiert nicht,existiert nicht,.,.,.,.,.,Online,privatwirtschaftlich
3838,7,Altenkirchener Kurier,1,6,https://x.com/akkurier,85895613,https://www.facebook.com/akkurier,116384631726850,existiert nicht,existiert nicht,existiert nicht,.,.,.,.,.,Online,privatwirtschaftlich
3839,8,alwaysxcaro,1,6,existiert nicht,existiert nicht,https://www.facebook.com/Alwaysxcaro/,100057923748117,https://www.youtube.com/@carolalilo,https://www.instagram.com/alwaysxcaro/,https://www.tiktok.com/@carolalilo,.,.,.,.,.,Online,privatwirtschaftlich
3840,9,androidnext,1,6,https://x.com/androidnext,344323097,existiert nicht,existiert nicht,existiert nicht,https://www.instagram.com/androidnextofficial/,existiert nicht,.,.,.,.,.,Online,privatwirtschaftlich
3841,10,apolut,1,6,https://x.com/apolut_net,2391765882,https://www.facebook.com/apolut/,100075918103194,existiert nicht,https://www.instagram.com/apolut_net/,https://www.tiktok.com/@apolut.creatives,.,.,.,.,.,Online,privatwirtschaftlich
3842,11,ATLAS,1,6,existiert nicht,existiert nicht,existiert nicht,existiert nicht,https://www.youtube.com/@atlas_funk,existiert nicht,existiert nicht,.,.,.,.,.,Online,öffentlich-rechtlich
3843,12,Aufgeklärt,1,6,existiert nicht,existiert nicht,https://www.facebook.com/aufgeklaert/,100063714190421,existiert nicht,https://www.instagram.com/prof.aufgeklaert/,https://www.tiktok.com/@aufgeklaert,.,.,.,.,.,Online,öffentlich-rechtlich
3844,13,Basic Thinking,1,6,https://x.com/basicthinking,14657622,https://www.facebook.com/basicthinking,97865265740,https://www.youtube.com/c/BasicthinkingDe,https://www.instagram.com/basicthinkingde/,https://www.tiktok.com/@basicthinking,.,.,.,.,.,Online,privatwirtschaftlich
3845,14,BBGLive - Das Salzlandmagazin,1,6,https://x.com/bbglive,102235367,https://www.facebook.com/salzlandmagazin,100063528463487,https://www.youtube.com/@bbglive1,https://www.instagram.com/salzlandmagazin/,https://www.tiktok.com/@bbglive.de,.,.,.,.,.,Online,privatwirtschaftlich
3846,15,Beyond Gossip,1,6,existiert nicht,existiert nicht,existiert nicht,existiert nicht,https://www.youtube.com/@beyond.gossip,https://www.instagram.com/beyond.gossip/,https://www.tiktok.com/@beyondgossip,.,.,.,.,.,Online,öffentlich-rechtlich
3847,16,Bildblog.,1,6,https://x.com/bildblog,68511500,https://www.facebook.com/BILDblog,100040197046948,existiert nicht,https://www.instagram.com/bildblog/,https://www.tiktok.com/@bild.blog,.,.,.,.,.,Online,privatwirtschaftlich
3848,17,Blogrebellen,1,6,https://x.com/blogrebellen,78827645,https://www.facebook.com/Blogrebellen/,134746052255,https://www.youtube.com/@blogrebellen,https://www.instagram.com/blogrebellen/,existiert nicht,.,.,.,.,.,Online,privatwirtschaftlich
3849,18,Borlife,1,6,https://x.com/borlifenews,289016940,https://www.facebook.com/BORLIFE,167292753326257,existiert nicht,existiert nicht,existiert nicht,.,.,.,.,.,Online,privatwirtschaftlich
3850,19,Browser Ballet,1,6,https://x.com/browserballett,1094625306642657280,https://www.facebook.com/browserballett,264573650600481,https://www.youtube.com/c/BrowserBallett,https://www.instagram.com/browserballett,https://www.tiktok.com/@browserballett,.,.,.,.,.,Online,öffentlich-rechtlich
3851,20,BRUDI,1,6,existiert nicht,existiert nicht,existiert nicht,existiert nicht,https://www.youtube.com/@brudi_classics,https://www.instagram.com/brudi_offiziell/,https://www.tiktok.com/@brudi_offiziell,.,.,.,.,.,Online,öffentlich-rechtlich
3852,21,BS-Live! ,1,6,existiert nicht,existiert nicht,https://www.facebook.com/bslive.stadtmagazin,100039104569741,https://www.youtube.com/@bs-live,https://www.instagram.com/bslivemagazin/,existiert nicht,.,.,.,.,.,Online,privatwirtschaftlich
3853,22,BürgerZeitung Mönchengladbach,1,6,https://x.com/RedaktionBZMG,68665263,https://www.facebook.com/buergerzeitung.moenchengladbach/,100063706380683,https://www.youtube.com/@BZMG1,https://www.instagram.com/burgerzeitung/,existiert nicht,.,.,.,.,.,Online,privatwirtschaftlich
3854,23,Buzzfeed (News),1,6,https://x.com/buzzfeednews,1020058453,https://www.facebook.com/BuzzFeedDeutschland,666255463425866,existiert nicht,https://www.instagram.com/buzzfeednews/,https://www.tiktok.com/@buzzfeednews,.,.,.,.,.,Online,privatwirtschaftlich
3855,24,Buzzfeed Deutschland,1,6,https://x.com/buzzfeedgermany,2218263062,https://www.facebook.com/BuzzFeedDeutschland,666255463425866,existiert nicht,https://www.instagram.com/buzzfeedgermany/,https://www.tiktok.com/@buzzfeedde,.,.,.,.,.,Online,privatwirtschaftlich
3856,25,BYC News,1,6,https://x.com/NachrichtenBYC,1234501957097869312,https://www.facebook.com/BYCNews,145230745841273,existiert nicht,https://www.instagram.com/byc.news/,https://www.tiktok.com/@byc_news,.,.,.,.,.,Online,privatwirtschaftlich
3857,26,BZ-Duisburg,1,6,existiert nicht,existiert nicht,https://www.facebook.com/BurgerzeitungDuisburg/,100065717490361,existiert nicht,https://www.instagram.com/bz_duisburg/,existiert nicht,.,.,.,.,.,Online,privatwirtschaftlich
3858,27,BZ-Niederrhein,1,6,existiert nicht,existiert nicht,existiert nicht,existiert nicht,existiert nicht,existiert nicht,existiert nicht,.,.,.,.,.,Online,privatwirtschaftlich
3859,28,Caracho,1,6,existiert nicht,existiert nicht,existiert nicht,existiert nicht,https://www.youtube.com/@caracho.offiziell,https://www.instagram.com/caracho.offiziell/,https://www.tiktok.com/@caracho.offiziell,.,.,.,.,.,Online,öffentlich-rechtlich
3860,29,Carta.info,1,6,https://x.com/carta_,18216581,https://www.facebook.com/carta.info,100044267683205,https://www.youtube.com/@cartabewegt9298,https://www.instagram.com/carta.info/,existiert nicht,.,.,.,.,.,Online,privatwirtschaftlich
3861,30,Caschys Blog,1,6,https://x.com/caschysblog,1278269209,https://www.facebook.com/CaschysBlog,100063481626725,https://www.youtube.com/@CarstenKnobloch,existiert nicht,existiert nicht,.,.,.,.,.,Online,privatwirtschaftlich
3862,31,Celler Presse,1,6,https://x.com/Celler_Presse,817699170421239808,https://www.facebook.com/cellerpresse,100063499994937,https://www.youtube.com/@cellerpresse2568,https://www.instagram.com/cellerpresse/,https://www.tiktok.com/@cellerpresse.de,.,.,.,.,.,Online,privatwirtschaftlich
3863,32,Chris Müller,1,6,existiert nicht,existiert nicht,existiert nicht,existiert nicht,https://www.youtube.com/@chrismuellr,https://www.instagram.com/chrismuellr,https://www.tiktok.com/@chrismuellerrr,.,.,.,.,.,Online,öffentlich-rechtlich
3864,33,Cinema Strikes Back,1,6,existiert nicht,existiert nicht,https://www.facebook.com/CinemaStrikesBackDE/,100086786511829,https://www.youtube.com/@CinemaStrikesBack,https://www.instagram.com/cinemastrikesback/,https://www.tiktok.com/@cinemastrikesback,.,.,.,.,.,Online,öffentlich-rechtlich
3865,34,Coldmirror,1,6,https://x.com/coldmirror,18944931,existiert nicht,existiert nicht,https://www.youtube.com/@coldmirror,https://www.instagram.com/kaltspiegel,https://www.tiktok.com/@coldmirror,.,.,.,.,.,Online,öffentlich-rechtlich
3866,35,Compact,1,6,https://x.com/COMPACTMagazin,2385209545,https://www.facebook.com/CompactMagazin-100076498306879/,100076498306879,https://www.youtube.com/@COMPACTTV,existiert nicht,https://www.tiktok.com/@compact_tv_,.,.,.,.,.,Online,privatwirtschaftlich
3867,36,Correktiv,1,6,https://x.com/correctiv_org,2301638324,https://www.facebook.com/correctiv.org,1399637916952310,https://www.youtube.com/@correctiv_org,https://www.instagram.com/correctiv_org,https://www.tiktok.com/@correctiv_faktencheck,.,.,.,.,.,Online,privatwirtschaftlich
3868,37,Crisis – Hinter der Front,1,6,existiert nicht,existiert nicht,existiert nicht,existiert nicht,https://www.youtube.com/@crisis_front,existiert nicht,https://www.tiktok.com/@crisis_hinter_der_front,.,.,.,.,.,Online,öffentlich-rechtlich
3869,38,Das schaffst du nie,1,6,existiert nicht,existiert nicht,https://www.facebook.com/people/Das-schaffst-du-nie/61561567221957/,61561567221957,https://www.youtube.com/@Dasschaffstdunie,existiert nicht,https://www.tiktok.com/@dasschaffstdunie,.,.,.,.,.,Online,öffentlich-rechtlich
3870,39,Datteltäter,1,6,existiert nicht,existiert nicht,https://www.facebook.com/datteltaeter,933823676682003,https://www.youtube.com/c/dattelt%C3%A4ter,https://www.instagram.com/datteltaeter/,https://www.tiktok.com/@datteltaeter,.,.,.,.,.,Online,öffentlich-rechtlich
