KomplettID,ListenID_26_03,Name,Kategorie,Typ,SM_XURL,SM_XID,SM_FacebookURL,SM_FacebookID,SM_YoutubeURL,SM_InstagramURL,SM_TikTokURL,K_Geschlecht,T_Abgeordneter,T_Partei,T_Domaene_Behoerde,T_Art_Bildung_und_Forschung,K_Ursprungsgattung,K_Finanzierung
5982,1,Aachen,2,16,existiert nicht,existiert nicht,https://www.facebook.com/unseraachen/,175038754810,https://www.youtube.com/@StadtAachen,https://www.instagram.com/stadtaachen/,https://www.tiktok.com/@stadtaachen,.,.,.,.,.,.,.
5983,2,Amberg,2,16,https://x.com/Amberg_Stadt,135786946,https://www.facebook.com/Amberg.de,1673301899549701,https://www.youtube.com/@stadtamberg3200,https://www.instagram.com/amberg.de/,existiert nicht,.,.,.,.,.,.,.
5984,3,Ansbach,2,16,existiert nicht,existiert nicht,https://www.facebook.com/Stadt-Ansbach-107166817589491,107166817589491,https://www.youtube.com/@stadtansbach8863,existiert nicht,existiert nicht,.,.,.,.,.,.,.
5985,4,Aschaffenburg,2,16,existiert nicht,existiert nicht,https://www.facebook.com/Stadt.AB,450377121696721,https://www.youtube.com/@StadtAB,https://www.instagram.com/stadt_aschaffenburg/,existiert nicht,.,.,.,.,.,.,.
5986,5,Augsburg,2,16,https://x.com/stadtaugsburg,1303239385,https://www.facebook.com/stadtaugsburg/,100100816716837,existiert nicht,https://www.instagram.com/stadtaugsburg/,https://www.tiktok.com/@stadtaugsburg,.,.,.,.,.,.,.
5987,6,Baden-Baden,2,16,https://x.com/citybadenbaden,466606374,https://www.facebook.com/StadtBadenBaden,279491772482511,existiert nicht,https://www.instagram.com/stadtbadenbaden/,existiert nicht,.,.,.,.,.,.,.
5988,7,Baden-Württemberg,2,16,https://x.com/regierungbw,296426654,existiert nicht,existiert nicht,https://www.youtube.com/@RegierungBW,https://www.instagram.com/regierung_bw/,existiert nicht,.,.,.,.,.,.,.
5989,8,Bamberg,2,16,existiert nicht,existiert nicht,https://www.facebook.com/bamberg.de/,169262666432527,https://www.youtube.com/@StadtBamberg,https://www.instagram.com/bamberg_de/,existiert nicht,.,.,.,.,.,.,.
5990,9,Bayern,2,16,https://x.com/landtag_bayern,150635966,https://www.facebook.com/bayern/,237236916311200,https://www.youtube.com/@Bayern,https://www.instagram.com/bayern.de/,existiert nicht,.,.,.,.,.,.,.
5991,10,Bayreuth,2,16,existiert nicht,existiert nicht,https://www.facebook.com/Stadt.Bayreuth/,137488166269662,https://www.youtube.com/@StadtBayreuth2024,https://www.instagram.com/stadtbayreuth/,existiert nicht,.,.,.,.,.,.,.
