KomplettID,ListenID_26_03,Name,Kategorie,Typ,SM_XURL,SM_XID,SM_FacebookURL,SM_FacebookID,SM_YoutubeURL,SM_InstagramURL,SM_TikTokURL,K_Geschlecht,T_Abgeordneter,T_Partei,T_Domaene_Behoerde,T_Art_Bildung_und_Forschung,K_Ursprungsgattung,K_Finanzierung
4155,1,Christlich Demokratische Union Deutschlands (CDU),2,9,https://x.com/CDU,20429858,https://www.facebook.com/CDU,78502295414,https://www.youtube.com/@cdutv,https://www.instagram.com/cdu/,https://www.tiktok.com/@insidecdu,.,.,CDU,.,.,.,.
4156,2,CDU Baden-Württemberg,2,9,https://x.com/CDU_BW,20765133,https://www.facebook.com/CDU.BW,77094470902,https://www.youtube.com/@CDUBaWue,https://www.instagram.com/cdu_bw/,https://www.tiktok.com/@cdu_bw,.,.,CDU,.,.,.,.
4157,3,CDU Berlin,2,9,https://x.com/cduberlin,710056196145868800,https://www.facebook.com/cduberlin,126952903983246,https://www.youtube.com/@cduberlin,https://www.instagram.com/cduberlin/,existiert nicht,.,.,CDU,.,.,.,.
4158,4,CDU Brandenburg,2,9,https://x.com/CDU_Brandenburg,309048092,https://www.facebook.com/BrandenburgCDU,168325299887228,https://www.youtube.com/@CDUBrandenburg,https://www.instagram.com/cdubrandenburg/,https://www.tiktok.com/@cdubrandenburg,.,.,CDU,.,.,.,.
4159,5,CDU Bremen,2,9,https://x.com/CDUBremen,2445476137,https://www.facebook.com/cdubremen,112326918787579,https://www.youtube.com/@cdubremen,https://www.instagram.com/cdubremen/,https://www.tiktok.com/@cdu.bremen,.,.,CDU,.,.,.,.
4160,6,CDU Hamburg,2,9,https://x.com/CDU_Hamburg,467282887,https://www.facebook.com/cduhamburg,173796242642081,https://www.youtube.com/@cdu-hamburg,https://www.instagram.com/cdu_hamburg/,https://www.tiktok.com/@cdu_hamburg,.,.,CDU,.,.,.,.
4161,7,CDU Hessen,2,9,https://x.com/cdu_hessen,15833695,https://www.facebook.com/cduinhessen,217523541326,https://www.youtube.com/@cduhessentv,https://www.instagram.com/cdu_hessen/,https://www.tiktok.com/@cdu_hessen,.,.,CDU,.,.,.,.
4162,8,CDU Mecklenburg-Vorpommern,2,9,https://x.com/CDUMV,22338642,https://www.facebook.com/CDU.Mecklenburg.Vorpommern,142004422534101,https://www.youtube.com/@cdu-mecklenburg-vorpommern,https://www.instagram.com/cdu_mv/,https://www.tiktok.com/@cdu.mv,.,.,CDU,.,.,.,.
4163,9,CDU Niedersachsen,2,9,https://x.com/CDUNds,16009418,https://www.facebook.com/CDUNiedersachsen,109460782417586,https://www.youtube.com/@CDUNDS,https://www.instagram.com/cduinniedersachsen/,existiert nicht,.,.,CDU,.,.,.,.
4164,10,CDU Nordrhein-Westfalen,2,9,https://x.com/CDUNRW_de,102371677,https://www.facebook.com/CDUnrw,108185017409,https://www.youtube.com/@CDUTVNRW,https://www.instagram.com/cdunrw/,existiert nicht,.,.,CDU,.,.,.,.
4165,11,CDU Rheinland-Pfalz,2,9,https://x.com/cdurlp,57641158,https://www.facebook.com/cdurlp,178032906642,https://www.youtube.com/@cdurlpTV,https://www.instagram.com/cdurlp/,https://www.tiktok.com/@cdurlp,.,.,CDU,.,.,.,.
4166,12,CDU Saarland,2,9,https://x.com/cdu_saar,26521316,https://www.facebook.com/cdusaar,334120300419,https://www.youtube.com/@cdusaar,https://www.instagram.com/cdu_saar/,existiert nicht,.,.,CDU,.,.,.,.
4167,13,CDU Sachsen,2,9,https://x.com/cdusachsen,939131659089338368,https://www.facebook.com/CDU.Sachsen,242877865923318,https://www.youtube.com/@cdusachsen,https://www.instagram.com/cdusachsen/,https://www.tiktok.com/@cdu.sachsen,.,.,CDU,.,.,.,.
4168,14,CDU Sachsen-Anhalt,2,9,https://x.com/cdulsa,426487630,https://www.facebook.com/cdulsa,171337982904329,https://www.youtube.com/@CDU-Sachsen-Anhalt,https://www.instagram.com/cdu_lsa/,existiert nicht,.,.,CDU,.,.,.,.
4169,15,CDU Schleswig-Holstein,2,9,https://x.com/SH_CDU,620307104,https://www.facebook.com/cdush,275335619167195,https://www.youtube.com/@cduschleswigholstein,https://www.instagram.com/cdu.sh/,existiert nicht,.,.,CDU,.,.,.,.
4170,16,CDU Thüringen,2,9,https://x.com/cdu_thueringen,23454769,https://www.facebook.com/CDU.Thueringen,129459503748982,https://www.youtube.com/@CDUThueringen,https://www.instagram.com/cdu_thueringen/,https://www.tiktok.com/@cdu_thueringen,.,.,CDU,.,.,.,.
4171,17,Junge Union,2,9,https://x.com/Junge_Union,17005237,https://www.facebook.com/jungeunion,46098347293,https://www.youtube.com/@jungeunion,https://www.instagram.com/junge_union/,https://www.tiktok.com/@junge_union,.,.,CDU,.,.,.,.
4172,18,Junge Union Baden-Württemberg,2,9,https://x.com/jubw,19208378,https://www.facebook.com/jungeunion.bw,65034050744,https://www.youtube.com/@JungeUnionBW,https://www.instagram.com/jungeunionbw/,https://www.tiktok.com/@jungeunionbw,.,.,CDU,.,.,.,.
4173,19,Junge Union Bayern,2,9,https://x.com/jubayern,252603100,https://www.facebook.com/JUBayern,247611245841,https://www.youtube.com/@AuftragBayern,https://www.instagram.com/jubayern/,https://www.tiktok.com/@ju_bayern,.,.,CDU,.,.,.,.
4174,20,Junge Union Berlin,2,9,https://x.com/JUBerlin,22140750,https://www.facebook.com/julvberlin,452000628224371,existiert nicht,https://www.instagram.com/jungeunionberlin/,existiert nicht,.,.,CDU,.,.,.,.
4175,21,Junge Union Brandenburg,2,9,https://x.com/JUBrandenburg,4178247735,https://www.facebook.com/JungeUnionBrandenburg,140337079330245,existiert nicht,https://www.instagram.com/ju_brandenburg/,existiert nicht,.,.,CDU,.,.,.,.
4176,22,Junge Union Bremen,2,9,https://x.com/JU_Bremen,29695774,https://www.facebook.com/jubremen,103714087434,https://www.youtube.com/@jubrementv,https://www.instagram.com/jubremen/,existiert nicht,.,.,CDU,.,.,.,.
4177,23,Junge Union Hamburg,2,9,https://x.com/JUHamburg,48417650,https://www.facebook.com/juhamburg,94506237713,https://www.youtube.com/@jungeunionhamburg5242,https://www.instagram.com/juhamburg/,existiert nicht,.,.,CDU,.,.,.,.
4178,24,Junge Union Hessen,2,9,https://x.com/juhessen,18785380,https://www.facebook.com/juhessen,219942005150,https://www.youtube.com/@juhessen,https://www.instagram.com/juhessen/,https://www.tiktok.com/@juhessen,.,.,CDU,.,.,.,.
4179,25,Junge Union Mecklenburg-Vorpommern,2,9,https://x.com/JungeUnionMV,23422601,https://www.facebook.com/JungeUnion.MV,88942229909,existiert nicht,https://www.instagram.com/jungeunionmv/,existiert nicht,.,.,CDU,.,.,.,.
4180,26,Junge Union Niedersachsen,2,9,https://x.com/JUniedersachsen,17960063,https://www.facebook.com/JungeUnionNiedersachsen,105378049520960,existiert nicht,https://www.instagram.com/junge_union_niedersachsen/,https://www.tiktok.com/@juniedersachsen,.,.,CDU,.,.,.,.
4181,27,Junge Union Nordrhein-Westfalen,2,9,https://x.com/JU_NRW,23575710,https://www.facebook.com/jungeunionnrw,108532101430,https://www.youtube.com/@JungeUnionNRW,https://www.instagram.com/jungeunionnrw/,https://www.tiktok.com/@jungeunionnrw,.,.,CDU,.,.,.,.
4182,28,Junge Union Rheinland-Pfalz,2,9,https://x.com/JURLP,44319366,https://www.facebook.com/JUrlp,198017997084,https://www.youtube.com/@JungeUnionRLP,https://www.instagram.com/jurlp/,existiert nicht,.,.,CDU,.,.,.,.
4183,29,Junge Union Saarland,2,9,https://x.com/jusaar,21091292,https://www.facebook.com/jusaarland,123267924432483,https://www.youtube.com/@JUSaarTV,https://www.instagram.com/junge_union_saar/,https://www.tiktok.com/@junge_union_saar,.,.,CDU,.,.,.,.
4184,30,Junge Union Sachsen,2,9,https://x.com/ju_sachsen,17249644,https://www.facebook.com/jungeunionsachsen,270794718494,https://www.youtube.com/@jungeunionsachsenniedersch6709,https://www.instagram.com/ju_sachsen/,https://www.tiktok.com/@ju.sachsen,.,.,CDU,.,.,.,.
4185,31,Junge Union Sachsen-Anhalt,2,9,https://x.com/JU_LSA,242641831,https://www.facebook.com/Junge.Union.LSA,134504969946061,existiert nicht,https://www.instagram.com/ju_lsa/,existiert nicht,.,.,CDU,.,.,.,.
4186,32,Junge Union Schleswig-Holstein,2,9,https://x.com/JU_SH,27879608,https://www.facebook.com/jungeunionsh,272058048725,https://www.youtube.com/@jungeunionschleswig-holste1456,https://www.instagram.com/junge_union_sh/,existiert nicht,.,.,CDU,.,.,.,.
4187,33,Junge Union Thüringen,2,9,https://x.com/JU_Thueringen,23601772,https://www.facebook.com/juthueringen,265131894696,https://www.youtube.com/@juThueringen,https://www.instagram.com/ju_thueringen/,existiert nicht,.,.,CDU,.,.,.,.
4188,34,Sozialdemokratische Partei Deutschlands (SPD),2,9,https://x.com/spdde,26458162,https://www.facebook.com/SPD,47930567748,https://www.youtube.com/@spdde,https://www.instagram.com/spdde/,https://www.tiktok.com/@deinespd,.,.,SPD,.,.,.,.
4189,35,SPD Baden-Württemberg,2,9,https://x.com/spdbawue,19062136,https://www.facebook.com/spdbw,179057176050,https://www.youtube.com/@SPDBW,https://www.instagram.com/spd_bawue/,https://www.tiktok.com/@spd_bw,.,.,SPD,.,.,.,.
4190,36,SPD Bayern,2,9,https://x.com/BayernSPD,39994751,https://www.facebook.com/BayernSPD,305250279569563,https://www.youtube.com/@DieBayerischeSPD,https://www.instagram.com/bayernspd/,existiert nicht,.,.,SPD,.,.,.,.
4191,37,SPD Berlin,2,9,https://x.com/spdberlin,23145078,https://www.facebook.com/SPD.Berlin,134137749971478,https://www.youtube.com/@spdberlin,https://www.instagram.com/spdberlin/,https://www.tiktok.com/@spdberlin,.,.,SPD,.,.,.,.
