"id","Kategorie","Name","Partei","Wahlkreis","Geschlecht","Kommentar","Bild","tags","Wikipedia_URL","Homepage_URL","SM_Twitter_user","SM_Twitter_id","SM_Twitter_verifiziert","SM_Facebook_id","SM_Facebook_user","SM_Facebook_verifiziert","SM_Youtube_user","SM_Youtube_id","SM_Youtube_verifiziert","SM_Instagram_user","SM_Instagram_id","SM_Instagram_verifiziert","SM_Telegram_user","SM_Telegram_id","SM_Telegram_verifiziert","created_at","created_by","modified_at","modified_by"
"36264dad-76d2-4cbb-8123-2bf325ff58c8","Niedersächsischer Landtag","Claudia Schüßler","SPD","Barsinghausen","weiblich","","https://de.wikipedia.org/wiki/Datei:Placeholder_staff_photo.svg","","https://de.wikipedia.org/wiki/Claudia_Sch%C3%BC%C3%9Fler","","","","","423076391397584","ClaudiaSchuesslerSPD","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
"03aa4e68-a7a1-4a98-b0c6-6b51c92b3a87","Niedersächsischer Landtag","Susanne Schütz","FDP","Landesliste","","","https://de.wikipedia.org/wiki/Datei:Sch%C3%BCtz,_Susanne.jpg","","https://de.wikipedia.org/wiki/Susanne_Sch%C3%BCtz_(Politikerin)","","","","","","","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
"ddd8dd28-da5d-4c56-a35a-bee326c0272c","Niedersächsischer Landtag","Annette Schütze","SPD","Braunschweig-Süd","weiblich","","https://de.wikipedia.org/wiki/Datei:Sch%C3%BCtze,_Annette.jpg","","https://de.wikipedia.org/wiki/Annette_Sch%C3%BCtze","","","","","128088694468106","schuetzespd","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
"94f7f8a7-3be0-4063-8691-cef12e8dd76e","Niedersächsischer Landtag","Uwe Schwarz","SPD","Einbeck","männlich","","https://de.wikipedia.org/wiki/Datei:Uwe_Schwarz_2009_(45).jpg","","https://de.wikipedia.org/wiki/Uwe_Schwarz","","","","","415550491825995","uweschwarzmdl","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
"39ac67dd-4f6b-49be-8b97-adea438c1bf1","Niedersächsischer Landtag","Kai Seefried","CDU","Stade","männlich","","https://de.wikipedia.org/wiki/Datei:Seefried,_Kai.jpg","","https://de.wikipedia.org/wiki/Kai_Seefried","","KaiSeefried","306175351","","","","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
"24c77d94-6d4a-464d-93e4-e4fc42c2c6b4","Niedersächsischer Landtag","Volker Senftleben","SPD","Alfeld","männlich","","https://de.wikipedia.org/wiki/Datei:Placeholder_staff_photo.svg","","https://de.wikipedia.org/wiki/Volker_Senftleben","","","","","1686030308358146","volkersenftleben4landtag","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
"a6fea0a2-eaf5-441b-a138-5bb586eeb7e8","Niedersächsischer Landtag","Wiard Siebels","SPD","Aurich","männlich","","https://de.wikipedia.org/wiki/Datei:Siebels,_Wiard.jpg","","https://de.wikipedia.org/wiki/Wiard_Siebels","","","","","","","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
"fca46706-e311-49ba-a3d2-9e1669f826b1","Niedersächsischer Landtag","Stephan Siemer","CDU","Vechta","männlich","","https://de.wikipedia.org/wiki/Datei:Siemer,_Stephan.jpg","","https://de.wikipedia.org/wiki/Stephan_Siemer","","StephanSiemer","163577022","","166592180430826","stephansiemer.cdu","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
"c545d70c-09d8-4ed5-8e7c-f533ec3f7944","Niedersächsischer Landtag","Miriam Staudte","GRÜNE","Landesliste","weiblich","","https://de.wikipedia.org/wiki/Datei:Staudte,_Miriam.jpg","","https://de.wikipedia.org/wiki/Miriam_Staudte","","MiriamStaudte","994845912","","841640212622124","miriam.staudte","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
"1691b152-5091-4e35-b8ec-ab239cd776e8","Niedersächsischer Landtag","Ulf Thiele","CDU","Leer","männlich","","https://de.wikipedia.org/wiki/Datei:Thiele,_Ulf.jpg","","https://de.wikipedia.org/wiki/Ulf_Thiele","","","","","","","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
"60b318cc-1e21-4ab1-a73b-bc5fea39c8a8","Niedersächsischer Landtag","Björn Thümler","CDU","Landesliste","männlich","","https://de.wikipedia.org/wiki/Datei:Th%C3%BCmler,_Bj%C3%B6rn-9173.jpg","","https://de.wikipedia.org/wiki/Bj%C3%B6rn_Th%C3%BCmler","","","","","239576706244442","bjoern.thuemler","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
"a985676c-981f-42c2-9591-ceb1e11603d1","Niedersächsischer Landtag","Petra Tiemann","SPD","Landesliste","weiblich","nachgerückt am 19. November 2019 für Uwe Santjer","https://de.wikipedia.org/wiki/Datei:Petra_Tiemann_(Martin_Rulsch)_2.jpg","","https://de.wikipedia.org/wiki/Petra_Tiemann","","PetraTiemann","37618775","","120886698573537","petratiemannspd","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
"7decd637-c78b-4283-978d-cb673ef56663","Niedersächsischer Landtag","Sabine Tippelt","SPD","Holzminden","weiblich","","https://de.wikipedia.org/wiki/Datei:Tippelt,_Sabine.jpg","","https://de.wikipedia.org/wiki/Sabine_Tippelt","","","","","1626970397337128","Tippelt.Sabine","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
"fc3c8d79-f248-48ee-91b7-8501b77e3b33","Niedersächsischer Landtag","Dirk Toepffer","CDU","Landesliste","männlich","","https://de.wikipedia.org/wiki/Datei:Toepffer,_Dirk.jpg","","https://de.wikipedia.org/wiki/Dirk_Toepffer","","DirkToepffer","538965148","","392213197830783","D.Toepffer.MdL","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
